"Time","409216A","409216A"
"and",100.00,2000.00
"Date","Water Level (m)","Rainfall (mm)"
"","Mean","Total"
09:00:00 14/11/1997,     124.893,         2.1
09:00:00 15/11/1997,     124.926,         0.2
09:00:00 16/11/1997,     124.961,         0.0
09:00:00 17/11/1997,     124.979,         0.0
09:00:00 18/11/1997,     124.987,         0.0
09:00:00 19/11/1997,     124.965,         0.0
09:00:00 20/11/1997,     124.933,         0.0
09:00:00 21/11/1997,     124.897,         0.2
09:00:00 22/11/1997,     124.876,         0.0
09:00:00 23/11/1997,     124.842,         0.0
09:00:00 24/11/1997,     124.802,         0.0
09:00:00 25/11/1997,     124.791,         0.0
09:00:00 26/11/1997,     124.788,         0.0
09:00:00 27/11/1997,     124.778,         3.9
09:00:00 28/11/1997,     124.779,         0.0
09:00:00 29/11/1997,     124.800,         0.0
09:00:00 30/11/1997,     124.816,         0.2
09:00:00 01/12/1997,     124.849,         0.0
09:00:00 02/12/1997,     124.879,         0.0
09:00:00 03/12/1997,     124.895,         0.0
09:00:00 04/12/1997,     124.930,         0.0
09:00:00 05/12/1997,     124.937,         0.0
09:00:00 06/12/1997,     124.923,         0.0
09:00:00 07/12/1997,     124.911,         0.0
09:00:00 08/12/1997,     124.940,         0.0
09:00:00 09/12/1997,     124.961,         0.0
09:00:00 10/12/1997,     124.967,         0.0
09:00:00 11/12/1997,     124.980,         0.0
09:00:00 12/12/1997,     124.962,         0.0
09:00:00 13/12/1997,     124.944,         0.6
09:00:00 14/12/1997,     124.947,          36
09:00:00 15/12/1997,     124.940,         0.0
09:00:00 16/12/1997,     124.963,         0.0
09:00:00 17/12/1997,     124.992,         0.0
09:00:00 18/12/1997,     124.997,         0.0
09:00:00 19/12/1997,     124.984,         0.4
09:00:00 20/12/1997,     124.953,         0.0
09:00:00 21/12/1997,     124.921,         0.0
09:00:00 22/12/1997,     124.860,         0.0
09:00:00 23/12/1997,     124.837,         0.0
09:00:00 24/12/1997,     124.821,         0.0
09:00:00 25/12/1997,     124.818,         0.0
09:00:00 26/12/1997,     124.839,         0.0
09:00:00 27/12/1997,     124.837,         0.0
09:00:00 28/12/1997,     124.850,         0.0
09:00:00 29/12/1997,     124.878,         0.0
09:00:00 30/12/1997,     124.886,         0.0
09:00:00 31/12/1997,     124.896,         0.0
09:00:00 01/01/1998,     124.905,         0.0
09:00:00 02/01/1998,     124.907,         0.0
09:00:00 03/01/1998,     124.901,         0.0
09:00:00 04/01/1998,     124.901,         0.0
09:00:00 05/01/1998,     124.910,         0.0
09:00:00 06/01/1998,     124.918,         0.0
09:00:00 07/01/1998,     124.921,         0.0
09:00:00 08/01/1998,     124.918,         0.0
09:00:00 09/01/1998,     124.933,         0.0
09:00:00 10/01/1998,     124.944,         7.3
09:00:00 11/01/1998,     124.990,         0.0
09:00:00 12/01/1998,     125.035,         0.0
09:00:00 13/01/1998,     125.073,         7.4
09:00:00 14/01/1998,     125.097,         0.0
09:00:00 15/01/1998,     125.111,         0.0
09:00:00 16/01/1998,     125.098,         0.0
09:00:00 17/01/1998,     125.085,         0.0
09:00:00 18/01/1998,     125.032,         0.0
09:00:00 19/01/1998,     124.999,         0.0
09:00:00 20/01/1998,     124.993,         0.0
09:00:00 21/01/1998,     124.984,         0.0
09:00:00 22/01/1998,     124.991,         0.0
09:00:00 23/01/1998,     124.980,         0.0
09:00:00 24/01/1998,     124.976,         0.0
09:00:00 25/01/1998,     124.960,         0.6
09:00:00 26/01/1998,     124.924,         0.0
09:00:00 27/01/1998,     124.923,         0.0
09:00:00 28/01/1998,     124.924,         0.0
09:00:00 29/01/1998,     124.906,         0.0
09:00:00 30/01/1998,     124.909,         0.0
09:00:00 31/01/1998,     124.907,         0.0
09:00:00 01/02/1998,     124.893,         0.0
09:00:00 02/02/1998,     124.884,         0.0
09:00:00 03/02/1998,     124.862,         0.0
09:00:00 04/02/1998,     124.856,         0.0
09:00:00 05/02/1998,     124.863,         0.0
09:00:00 06/02/1998,     124.867,         0.0
09:00:00 07/02/1998,     124.886,         0.0
09:00:00 08/02/1998,     124.892,          18
09:00:00 09/02/1998,     124.936,         0.0
09:00:00 10/02/1998,     124.992,         0.0
09:00:00 11/02/1998,     125.039,         0.0
09:00:00 12/02/1998,     125.060,         0.0
09:00:00 13/02/1998,     125.047,         0.0
09:00:00 14/02/1998,     125.022,         0.0
09:00:00 15/02/1998,     124.973,         0.0
09:00:00 16/02/1998,     124.920,         2.3
09:00:00 17/02/1998,     124.899,         0.8
09:00:00 18/02/1998,     124.903,         0.0
09:00:00 19/02/1998,     124.914,         0.0
09:00:00 20/02/1998,     124.906,         0.0
09:00:00 21/02/1998,     124.900,         0.0
09:00:00 22/02/1998,     124.881,         0.0
09:00:00 23/02/1998,     124.838,         0.0
09:00:00 24/02/1998,     124.821,         0.0
09:00:00 25/02/1998,     124.808,         0.0
09:00:00 26/02/1998,     124.792,         0.0
09:00:00 27/02/1998,     124.770,         2.0
09:00:00 28/02/1998,     124.760,         0.0
09:00:00 01/03/1998,     124.776,         0.0
09:00:00 02/03/1998,     124.794,         0.0
09:00:00 03/03/1998,     124.798,         0.0
09:00:00 04/03/1998,     124.799,         0.0
09:00:00 05/03/1998,     124.772,         0.0
09:00:00 06/03/1998,     124.758,         0.0
09:00:00 07/03/1998,     124.745,         0.0
09:00:00 08/03/1998,     124.767,         0.0
09:00:00 09/03/1998,     124.774,         0.0
09:00:00 10/03/1998,     124.787,         0.0
09:00:00 11/03/1998,     124.798,         0.0
09:00:00 12/03/1998,     124.803,         0.0
09:00:00 13/03/1998,     124.795,         0.0
09:00:00 14/03/1998,     124.776,         0.5
09:00:00 15/03/1998,     124.765,         0.0
09:00:00 16/03/1998,     124.769,         0.0
09:00:00 17/03/1998,     124.768,         0.0
09:00:00 18/03/1998,     124.770,         0.0
09:00:00 19/03/1998,     124.782,         0.0
09:00:00 20/03/1998,     124.795,         0.0
09:00:00 21/03/1998,     124.807,         0.0
09:00:00 22/03/1998,     124.825,         0.0
09:00:00 23/03/1998,     124.843,         0.0
09:00:00 24/03/1998,     124.833,         1.2
09:00:00 25/03/1998,     124.834,         0.0
09:00:00 26/03/1998,     124.826,         0.2
09:00:00 27/03/1998,     124.813,         0.0
09:00:00 28/03/1998,     124.809,         0.0
09:00:00 29/03/1998,     124.802,         0.0
09:00:00 30/03/1998,     124.820,         0.0
09:00:00 31/03/1998,     124.838,         0.0
09:00:00 01/04/1998,     124.831,         0.0
09:00:00 02/04/1998,     124.822,         0.0
09:00:00 03/04/1998,     124.820,         0.0
09:00:00 04/04/1998,     124.809,         0.0
09:00:00 05/04/1998,     124.819,         0.0
09:00:00 06/04/1998,     124.833,         0.0
09:00:00 07/04/1998,     124.837,         0.0
09:00:00 08/04/1998,     124.841,         0.0
09:00:00 09/04/1998,     124.820,         0.0
09:00:00 10/04/1998,     124.814,         0.0
09:00:00 11/04/1998,     124.814,         0.0
09:00:00 12/04/1998,     124.819,         0.0
09:00:00 13/04/1998,     124.860,          26
09:00:00 14/04/1998,     124.906,         0.0
09:00:00 15/04/1998,     124.970,         0.0
09:00:00 16/04/1998,     125.010,         0.0
09:00:00 17/04/1998,     125.020,         0.0
09:00:00 18/04/1998,     125.009,         0.0
09:00:00 19/04/1998,     124.990,         0.0
09:00:00 20/04/1998,     124.968,          37
09:00:00 21/04/1998,     124.967,         0.2
09:00:00 22/04/1998,     124.962,         0.0
09:00:00 23/04/1998,     124.977,         0.0
09:00:00 24/04/1998,     124.991,         0.0
09:00:00 25/04/1998,     124.988,         0.6
09:00:00 26/04/1998,     124.969,         6.5
09:00:00 27/04/1998,     124.951,         0.0
09:00:00 28/04/1998,     124.942,         0.0
09:00:00 29/04/1998,     124.932,         0.0
09:00:00 30/04/1998,     124.920,         1.4
09:00:00 01/05/1998,     124.894,         0.0
09:00:00 02/05/1998,     124.890,         0.0
09:00:00 03/05/1998,     124.893,         0.3
09:00:00 04/05/1998,     124.889,         0.0
09:00:00 05/05/1998,     124.879,         0.0
09:00:00 06/05/1998,     124.865,         0.0
09:00:00 07/05/1998,     124.846,         0.2
09:00:00 08/05/1998,     124.842,         0.0
09:00:00 09/05/1998,     124.845,         0.0
09:00:00 10/05/1998,     124.848,         0.0
09:00:00 11/05/1998,     124.854,         0.0
09:00:00 12/05/1998,     124.846,         0.0
09:00:00 13/05/1998,     124.831,         0.0
09:00:00 14/05/1998,     124.816,         0.0
09:00:00 15/05/1998,     124.800,         0.0
09:00:00 16/05/1998,     124.790,         0.2
09:00:00 17/05/1998,     124.790,         0.0
09:00:00 18/05/1998,     124.790,         0.0
09:00:00 19/05/1998,     124.792,         0.0
09:00:00 20/05/1998,     124.789,         0.6
09:00:00 21/05/1998,     124.777,         0.0
09:00:00 22/05/1998,     124.782,         0.0
09:00:00 23/05/1998,     124.794,         0.0
09:00:00 24/05/1998,     124.778,         0.0
09:00:00 25/05/1998,     124.772,         0.0
09:00:00 26/05/1998,     124.777,         0.0
09:00:00 27/05/1998,     124.779,         0.0
09:00:00 28/05/1998,     124.777,         0.0
09:00:00 29/05/1998,     124.775,         0.0
09:00:00 30/05/1998,     124.773,         0.0
09:00:00 31/05/1998,     124.767,         0.0
09:00:00 01/06/1998,     124.765,         0.0
09:00:00 02/06/1998,     124.761,         0.0
09:00:00 03/06/1998,     124.757,         0.0
09:00:00 04/06/1998,     124.753,         0.0
09:00:00 05/06/1998,     124.749,         0.0
09:00:00 06/06/1998,     124.748,         1.0
09:00:00 07/06/1998,     124.742,          15
09:00:00 08/06/1998,     124.734,         0.0
09:00:00 09/06/1998,     124.759,         0.0
09:00:00 10/06/1998,     124.761,         0.2
09:00:00 11/06/1998,     124.764,         0.2
09:00:00 12/06/1998,     124.771,         0.4
09:00:00 13/06/1998,     124.768,         1.8
09:00:00 14/06/1998,     124.777,         0.0
09:00:00 15/06/1998,     124.777,         0.0
09:00:00 16/06/1998,     124.771,         1.0
09:00:00 17/06/1998,     124.773,         0.0
09:00:00 18/06/1998,     124.780,         0.2
09:00:00 19/06/1998,     124.782,         0.0
09:00:00 20/06/1998,     124.784,         0.4
09:00:00 21/06/1998,     124.784,          14
09:00:00 22/06/1998,     124.792,         0.6
09:00:00 23/06/1998,     124.789,         8.8
09:00:00 24/06/1998,     124.781,         5.2
09:00:00 25/06/1998,     124.834,         2.6
09:00:00 26/06/1998,     124.874,         0.0
09:00:00 27/06/1998,     124.905,         0.0
09:00:00 28/06/1998,     124.910,         0.0
09:00:00 29/06/1998,     124.907,         0.0
09:00:00 30/06/1998,     124.887,         0.4
09:00:00 01/07/1998,     124.874,         0.0
09:00:00 02/07/1998,     124.856,         0.0
09:00:00 03/07/1998,     124.852,         0.2
09:00:00 04/07/1998,     124.843,         0.0
09:00:00 05/07/1998,     124.839,         0.0
09:00:00 06/07/1998,     124.833,          17
09:00:00 07/07/1998,     124.830,         0.2
09:00:00 08/07/1998,     124.810,         0.0
09:00:00 09/07/1998,     124.775,         2.0
09:00:00 10/07/1998,     124.789,         1.0
09:00:00 11/07/1998,     124.851,         0.2
09:00:00 12/07/1998,     124.896,         0.2
09:00:00 13/07/1998,     124.926,         0.0
09:00:00 14/07/1998,     124.942,         0.0
09:00:00 15/07/1998,     124.948,         0.2
09:00:00 16/07/1998,     124.945,         0.0
09:00:00 17/07/1998,     124.933,         0.0
09:00:00 18/07/1998,     124.912,         0.2
09:00:00 19/07/1998,     124.897,         0.0
09:00:00 20/07/1998,     124.894,         1.2
09:00:00 21/07/1998,     124.897,          11
09:00:00 22/07/1998,     124.893,         0.4
09:00:00 23/07/1998,     124.889,         0.0
09:00:00 24/07/1998,     124.882,         0.2
09:00:00 25/07/1998,     124.872,         0.0
09:00:00 26/07/1998,     124.870,         2.6
09:00:00 27/07/1998,     124.876,         3.5
09:00:00 28/07/1998,     124.873,         6.7
09:00:00 29/07/1998,     124.846,         6.3
09:00:00 30/07/1998,     124.848,         0.0
09:00:00 31/07/1998,     124.826,         0.2
09:00:00 01/08/1998,     124.843,         0.0
09:00:00 02/08/1998,     124.877,         0.0
09:00:00 03/08/1998,     124.920,         0.0
09:00:00 04/08/1998,     124.944,         0.0
09:00:00 05/08/1998,     124.922,         0.2
09:00:00 06/08/1998,     124.896,         0.0
09:00:00 07/08/1998,     124.885,         0.0
09:00:00 08/08/1998,     124.872,         0.0
09:00:00 09/08/1998,     124.885,         0.0
09:00:00 10/08/1998,     124.907,         0.0
09:00:00 11/08/1998,     124.939,         0.0
09:00:00 12/08/1998,     124.976,         2.3
09:00:00 13/08/1998,     124.997,         0.8
09:00:00 14/08/1998,     124.983,         0.0
09:00:00 15/08/1998,     124.975,         0.0
09:00:00 16/08/1998,     124.995,         0.0
09:00:00 17/08/1998,     125.015,         8.3
09:00:00 18/08/1998,     125.021,         1.0
09:00:00 19/08/1998,     125.006,         0.0
09:00:00 20/08/1998,     124.995,         0.2
09:00:00 21/08/1998,     124.991,         0.0
09:00:00 22/08/1998,     124.996,          11
09:00:00 23/08/1998,     124.967,         0.0
09:00:00 24/08/1998,     124.944,         0.0
09:00:00 25/08/1998,     124.940,         0.0
09:00:00 26/08/1998,     124.945,         0.0
09:00:00 27/08/1998,     124.960,         0.0
09:00:00 28/08/1998,     124.972,         0.0
09:00:00 29/08/1998,     124.985,         0.2
09:00:00 30/08/1998,     124.994,         0.0
09:00:00 31/08/1998,     125.014,         0.0
09:00:00 01/09/1998,     125.025,         0.2
09:00:00 02/09/1998,     125.017,         0.0
09:00:00 03/09/1998,     124.972,         0.2
09:00:00 04/09/1998,     124.915,         2.5
09:00:00 05/09/1998,     124.852,         0.0
09:00:00 06/09/1998,     124.790,         0.0
09:00:00 07/09/1998,     124.766,         0.0
09:00:00 08/09/1998,     124.752,         0.0
09:00:00 09/09/1998,     124.728,         0.0
09:00:00 10/09/1998,     124.700,         0.0
09:00:00 11/09/1998,     124.707,         0.4
09:00:00 12/09/1998,     124.751,          13
09:00:00 13/09/1998,     124.798,         0.0
09:00:00 14/09/1998,     124.845,         0.0
09:00:00 15/09/1998,     124.893,         0.4
09:00:00 16/09/1998,     124.955,         2.2
09:00:00 17/09/1998,     125.033,         0.0
09:00:00 18/09/1998,     125.072,         0.0
09:00:00 19/09/1998,     125.099,         0.2
09:00:00 20/09/1998,     125.108,         0.0
09:00:00 21/09/1998,     125.111,         0.0
09:00:00 22/09/1998,     125.111,         9.4
09:00:00 23/09/1998,     125.087,          15
09:00:00 24/09/1998,     124.948,          17
09:00:00 25/09/1998,     124.636,         0.0
09:00:00 26/09/1998,     124.542,         0.0
09:00:00 27/09/1998,     124.691,         0.0
09:00:00 28/09/1998,     124.820,         0.0
09:00:00 29/09/1998,     124.941,         0.0
09:00:00 30/09/1998,     124.899,         0.0
09:00:00 01/10/1998,     124.892,         0.0
09:00:00 02/10/1998,     124.960,         0.0
09:00:00 03/10/1998,     125.043,         9.6
09:00:00 04/10/1998,     125.043,         0.0
09:00:00 05/10/1998,     125.009,         0.0
09:00:00 06/10/1998,     124.965,          12
09:00:00 07/10/1998,     124.873,         0.2
09:00:00 08/10/1998,     124.816,         0.8
09:00:00 09/10/1998,     124.824,         0.0
09:00:00 10/10/1998,     124.886,         0.2
09:00:00 11/10/1998,     124.994,         0.0
09:00:00 12/10/1998,     125.074,         0.0
09:00:00 13/10/1998,     125.088,         7.2
09:00:00 14/10/1998,     125.072,         0.0
09:00:00 15/10/1998,     125.051,         0.2
09:00:00 16/10/1998,     124.947,         0.0
09:00:00 17/10/1998,     124.819,         0.0
09:00:00 18/10/1998,     124.745,         0.6
09:00:00 19/10/1998,     124.747,         1.0
09:00:00 20/10/1998,     124.782,         2.4
09:00:00 21/10/1998,     124.836,         0.0
09:00:00 22/10/1998,     124.916,         0.0
09:00:00 23/10/1998,     124.979,         0.0
09:00:00 24/10/1998,     125.020,         0.0
09:00:00 25/10/1998,     125.010,         0.0
09:00:00 26/10/1998,     124.958,         0.0
09:00:00 27/10/1998,     124.876,         0.0
09:00:00 28/10/1998,     124.826,         0.0
09:00:00 29/10/1998,     124.807,         0.0
09:00:00 30/10/1998,     124.802,         0.0
09:00:00 31/10/1998,     124.841,         0.0
09:00:00 01/11/1998,     124.909,         0.0
09:00:00 02/11/1998,     124.992,         0.0
09:00:00 03/11/1998,     125.049,         0.0
09:00:00 04/11/1998,     125.093,         0.0
09:00:00 05/11/1998,     125.115,         0.0
09:00:00 06/11/1998,     125.104,         1.0
09:00:00 07/11/1998,     125.077,         0.0
09:00:00 08/11/1998,     125.018,         4.1
09:00:00 09/11/1998,     124.994,         0.0
09:00:00 10/11/1998,     125.011,         0.0
09:00:00 11/11/1998,     125.029,         0.0
09:00:00 12/11/1998,     125.043,          53
09:00:00 13/11/1998,     125.033,         0.0
09:00:00 14/11/1998,     125.026,         0.0
09:00:00 15/11/1998,     125.011,         0.2
09:00:00 16/11/1998,     124.997,         0.0
09:00:00 17/11/1998,     125.032,         0.0
09:00:00 18/11/1998,     125.023,         0.0
09:00:00 19/11/1998,     124.978,         0.0
09:00:00 20/11/1998,     124.916,         0.0
