"Time","FLOWTOSA"
"and",400.00
"Date","Discharge (ML/Day)"
"","Mean"
09:00:00 14/02/2012,       25218
09:00:00 15/02/2012,       23942
09:00:00 16/02/2012,       22283
09:00:00 17/02/2012,       21730
09:00:00 18/02/2012,       21943
09:00:00 19/02/2012,       22240
09:00:00 20/02/2012,       22344
09:00:00 21/02/2012,       22976
09:00:00 22/02/2012,       23780
09:00:00 23/02/2012,       23938
09:00:00 24/02/2012,       23809
09:00:00 25/02/2012,       23936
09:00:00 26/02/2012,       23464
09:00:00 27/02/2012,       21379
09:00:00 28/02/2012,       19869
09:00:00 29/02/2012,       19845
09:00:00 01/03/2012,       20560
09:00:00 02/03/2012,       20689
09:00:00 03/03/2012,       19440
09:00:00 04/03/2012,       19689
09:00:00 05/03/2012,       20757
09:00:00 06/03/2012,       20932
09:00:00 07/03/2012,       20645
09:00:00 08/03/2012,       20499
09:00:00 09/03/2012,       20419
09:00:00 10/03/2012,       20149
09:00:00 11/03/2012,       20168
09:00:00 12/03/2012,       20646
09:00:00 13/03/2012,       21293
09:00:00 14/03/2012,       22662
09:00:00 15/03/2012,       24651
09:00:00 16/03/2012,       26243
09:00:00 17/03/2012,       27277
09:00:00 18/03/2012,       28179
09:00:00 19/03/2012,       28878
09:00:00 20/03/2012,       30058
09:00:00 21/03/2012,       33934
09:00:00 22/03/2012,       39260
09:00:00 23/03/2012,       44562
09:00:00 24/03/2012,       48729
09:00:00 25/03/2012,       51032
09:00:00 26/03/2012,       52441
09:00:00 27/03/2012,       53771
09:00:00 28/03/2012,       55099
09:00:00 29/03/2012,       56645
09:00:00 30/03/2012,       58354
09:00:00 31/03/2012,       58740
09:00:00 01/04/2012,       58968
09:00:00 02/04/2012,       59592
09:00:00 03/04/2012,       59918
09:00:00 04/04/2012,       59017
09:00:00 05/04/2012,       58820
09:00:00 06/04/2012,       59239
09:00:00 07/04/2012,       59090
09:00:00 08/04/2012,       59442
09:00:00 09/04/2012,       59565
09:00:00 10/04/2012,       59415
09:00:00 11/04/2012,       59592
09:00:00 12/04/2012,       59565
09:00:00 13/04/2012,       59415
09:00:00 14/04/2012,       59415
09:00:00 15/04/2012,       59415
09:00:00 16/04/2012,       59239
09:00:00 17/04/2012,       59265
09:00:00 18/04/2012,       59239
09:00:00 19/04/2012,       59089
09:00:00 20/04/2012,       59088
09:00:00 21/04/2012,       58739
09:00:00 22/04/2012,       58094
09:00:00 23/04/2012,       57464
09:00:00 24/04/2012,       56846
09:00:00 25/04/2012,       56398
09:00:00 26/04/2012,       56093
09:00:00 27/04/2012,       55953
09:00:00 28/04/2012,       55953
09:00:00 29/04/2012,       55789
09:00:00 30/04/2012,       55649
09:00:00 01/05/2012,       55649
09:00:00 02/05/2012,       55649
09:00:00 03/05/2012,       55486
09:00:00 04/05/2012,       55346
09:00:00 05/05/2012,       55022
09:00:00 06/05/2012,       54746
09:00:00 07/05/2012,       54908
09:00:00 08/05/2012,       55046
09:00:00 09/05/2012,       55046
09:00:00 10/05/2012,       54884
09:00:00 11/05/2012,       54746
09:00:00 12/05/2012,       54584
09:00:00 13/05/2012,       54286
09:00:00 14/05/2012,       53830
09:00:00 15/05/2012,       53082
09:00:00 16/05/2012,       51593
09:00:00 17/05/2012,       49176
09:00:00 18/05/2012,       47037
09:00:00 19/05/2012,       45882
09:00:00 20/05/2012,       45252
09:00:00 21/05/2012,       44745
09:00:00 22/05/2012,       43974
09:00:00 23/05/2012,       43650
09:00:00 24/05/2012,       43898
09:00:00 25/05/2012,       43877
09:00:00 26/05/2012,       43099
09:00:00 27/05/2012,       42013
09:00:00 28/05/2012,       41440
09:00:00 29/05/2012,       41074
09:00:00 30/05/2012,       40729
09:00:00 31/05/2012,       40367
09:00:00 01/06/2012,       39652
09:00:00 02/06/2012,       38652
09:00:00 03/06/2012,       37717
09:00:00 04/06/2012,       37008
09:00:00 05/06/2012,       35136
09:00:00 06/06/2012,       31767
09:00:00 07/06/2012,       28873
09:00:00 08/06/2012,       26279
09:00:00 09/06/2012,       23493
09:00:00 10/06/2012,       21776
09:00:00 11/06/2012,       20770
09:00:00 12/06/2012,       19851
09:00:00 13/06/2012,       20035
09:00:00 14/06/2012,       19344
09:00:00 15/06/2012,       17203
09:00:00 16/06/2012,       15844
09:00:00 17/06/2012,       15782
09:00:00 18/06/2012,       16047
09:00:00 19/06/2012,       15626
09:00:00 20/06/2012,       14801
09:00:00 21/06/2012,       14112
09:00:00 22/06/2012,       13706
09:00:00 23/06/2012,       13419
09:00:00 24/06/2012,       13862
09:00:00 25/06/2012,       14723
09:00:00 26/06/2012,       15767
09:00:00 27/06/2012,       16740
09:00:00 28/06/2012,       17236
09:00:00 29/06/2012,       18138
09:00:00 30/06/2012,       19192
09:00:00 01/07/2012,       19771
09:00:00 02/07/2012,       20156
09:00:00 03/07/2012,       20616
09:00:00 04/07/2012,       20914
09:00:00 05/07/2012,       20960
09:00:00 06/07/2012,       20963
09:00:00 07/07/2012,       21553
09:00:00 08/07/2012,       22550
09:00:00 09/07/2012,       23154
09:00:00 10/07/2012,       24087
09:00:00 11/07/2012,       25495
09:00:00 12/07/2012,       26316
09:00:00 13/07/2012,       27890
09:00:00 14/07/2012,       29787
09:00:00 15/07/2012,       30290
09:00:00 16/07/2012,       30391
09:00:00 17/07/2012,       30542
09:00:00 18/07/2012,       30996
09:00:00 19/07/2012,       31874
09:00:00 20/07/2012,       32999
09:00:00 21/07/2012,       34012
09:00:00 22/07/2012,       34467
09:00:00 23/07/2012,       34557
09:00:00 24/07/2012,       35085
09:00:00 25/07/2012,       35747
09:00:00 26/07/2012,       35929
09:00:00 27/07/2012,       36037
09:00:00 28/07/2012,       36128
09:00:00 29/07/2012,       36236
09:00:00 30/07/2012,       36220
09:00:00 31/07/2012,       36236
09:00:00 01/08/2012,       36437
09:00:00 02/08/2012,       36968
09:00:00 03/08/2012,       37674
09:00:00 04/08/2012,       38294
09:00:00 05/08/2012,       38693
09:00:00 06/08/2012,       38676
09:00:00 07/08/2012,       38580
09:00:00 08/08/2012,       38694
09:00:00 09/08/2012,       39028
09:00:00 10/08/2012,       39478
09:00:00 11/08/2012,       40066
09:00:00 12/08/2012,       40261
09:00:00 13/08/2012,       40279
09:00:00 14/08/2012,       40260
09:00:00 15/08/2012,       39903
09:00:00 16/08/2012,       40575
09:00:00 17/08/2012,       40194
09:00:00 18/08/2012,       39229
09:00:00 19/08/2012,       39353
09:00:00 20/08/2012,       39709
09:00:00 21/08/2012,       40173
09:00:00 22/08/2012,       40137
09:00:00 23/08/2012,       41336
09:00:00 24/08/2012,       43468
09:00:00 25/08/2012,       43328
09:00:00 26/08/2012,       42143
09:00:00 27/08/2012,       41680
09:00:00 28/08/2012,       41571
09:00:00 29/08/2012,       42356
09:00:00 30/08/2012,       43424
09:00:00 31/08/2012,       44034
09:00:00 01/09/2012,       44399
09:00:00 02/09/2012,       44650
09:00:00 03/09/2012,       44766
09:00:00 04/09/2012,       45040
09:00:00 05/09/2012,       45135
09:00:00 06/09/2012,       44610
09:00:00 07/09/2012,       44128
09:00:00 08/09/2012,       44420
09:00:00 09/09/2012,       44766
09:00:00 10/09/2012,       44494
09:00:00 11/09/2012,       44128
09:00:00 12/09/2012,       44149
09:00:00 13/09/2012,       44536
09:00:00 14/09/2012,       45317
09:00:00 15/09/2012,       45923
09:00:00 16/09/2012,       45626
09:00:00 17/09/2012,       45135
09:00:00 18/09/2012,       44882
09:00:00 19/09/2012,       44495
09:00:00 20/09/2012,       44673
09:00:00 21/09/2012,       45574
09:00:00 22/09/2012,       47345
09:00:00 23/09/2012,       48747
09:00:00 24/09/2012,       48999
09:00:00 25/09/2012,       48703
09:00:00 26/09/2012,       48896
09:00:00 27/09/2012,       49275
09:00:00 28/09/2012,       49575
09:00:00 29/09/2012,       49381
09:00:00 30/09/2012,       49149
09:00:00 01/10/2012,       49426
09:00:00 02/10/2012,       49703
09:00:00 03/10/2012,       49831
09:00:00 04/10/2012,       49681
09:00:00 05/10/2012,       49553
09:00:00 06/10/2012,       49703
09:00:00 07/10/2012,       49530
09:00:00 08/10/2012,       49275
09:00:00 09/10/2012,       49275
09:00:00 10/10/2012,       49574
09:00:00 11/10/2012,       49081
09:00:00 12/10/2012,       46730
09:00:00 13/10/2012,       43922
09:00:00 14/10/2012,       41736
09:00:00 15/10/2012,       39059
09:00:00 16/10/2012,       33843
09:00:00 17/10/2012,       29261
09:00:00 18/10/2012,       27479
09:00:00 19/10/2012,       26136
09:00:00 20/10/2012,       24248
09:00:00 21/10/2012,       22822
09:00:00 22/10/2012,       21880
09:00:00 23/10/2012,       20781
09:00:00 24/10/2012,       19952
09:00:00 25/10/2012,       19645
09:00:00 26/10/2012,       19654
09:00:00 27/10/2012,       20347
09:00:00 28/10/2012,       21006
09:00:00 29/10/2012,       20332
09:00:00 30/10/2012,       18949
09:00:00 31/10/2012,       18876
09:00:00 01/11/2012,       19695
09:00:00 02/11/2012,       20118
09:00:00 03/11/2012,       20643
09:00:00 04/11/2012,       21117
09:00:00 05/11/2012,       20919
09:00:00 06/11/2012,       19794
09:00:00 07/11/2012,       18821
09:00:00 08/11/2012,       18209
09:00:00 09/11/2012,       18067
09:00:00 10/11/2012,       18186
09:00:00 11/11/2012,       17683
09:00:00 12/11/2012,       16877
09:00:00 13/11/2012,       16132
09:00:00 14/11/2012,       16141
09:00:00 15/11/2012,       16449
09:00:00 16/11/2012,       15666
09:00:00 17/11/2012,       14386
09:00:00 18/11/2012,       13963
09:00:00 19/11/2012,       13993
09:00:00 20/11/2012,       14098
09:00:00 21/11/2012,       14207
09:00:00 22/11/2012,       13929
09:00:00 23/11/2012,       14023
09:00:00 24/11/2012,       14104
09:00:00 25/11/2012,       13905
09:00:00 26/11/2012,       13899
09:00:00 27/11/2012,       14061
09:00:00 28/11/2012,       14423
09:00:00 29/11/2012,       14675
09:00:00 30/11/2012,       15231
09:00:00 01/12/2012,       16327
09:00:00 02/12/2012,       17978
09:00:00 03/12/2012,       19258
09:00:00 04/12/2012,       19512
09:00:00 05/12/2012,       19213
09:00:00 06/12/2012,       18784
09:00:00 07/12/2012,       18488
09:00:00 08/12/2012,       18446
09:00:00 09/12/2012,       18378
09:00:00 10/12/2012,       18430
09:00:00 11/12/2012,       18689
09:00:00 12/12/2012,       18636
09:00:00 13/12/2012,       18346
09:00:00 14/12/2012,       18650
09:00:00 15/12/2012,       18855
09:00:00 16/12/2012,       18603
09:00:00 17/12/2012,       18386
09:00:00 18/12/2012,       18446
09:00:00 19/12/2012,       18556
09:00:00 20/12/2012,       18297
09:00:00 21/12/2012,       17685
09:00:00 22/12/2012,       17374
09:00:00 23/12/2012,       17054
09:00:00 24/12/2012,       16009
09:00:00 25/12/2012,       15153
09:00:00 26/12/2012,       14800
09:00:00 27/12/2012,       14402
09:00:00 28/12/2012,       13549
09:00:00 29/12/2012,       12519
09:00:00 30/12/2012,       11602
09:00:00 31/12/2012,       10546
09:00:00 01/01/2013,       10225
09:00:00 02/01/2013,       10474
09:00:00 03/01/2013,       10491
09:00:00 04/01/2013,       10584
09:00:00 05/01/2013,       10676
09:00:00 06/01/2013,       10526
09:00:00 07/01/2013,       10247
09:00:00 08/01/2013,       10421
09:00:00 09/01/2013,       10837
09:00:00 10/01/2013,       10977
09:00:00 11/01/2013,       10767
09:00:00 12/01/2013,       10443
09:00:00 13/01/2013,       10699
09:00:00 14/01/2013,       10574
09:00:00 15/01/2013,       10400
09:00:00 16/01/2013,       10753
09:00:00 17/01/2013,       10422
09:00:00 18/01/2013,       10131
09:00:00 19/01/2013,       10513
09:00:00 20/01/2013,       10934
09:00:00 21/01/2013,       10994
09:00:00 22/01/2013,       10729
09:00:00 23/01/2013,       10659
09:00:00 24/01/2013,       10664
09:00:00 25/01/2013,       10797
09:00:00 26/01/2013,       10911
09:00:00 27/01/2013,       10954
09:00:00 28/01/2013,       11118
09:00:00 29/01/2013,       11036
09:00:00 30/01/2013,       10744
09:00:00 31/01/2013,       10479
09:00:00 01/02/2013,        9536
09:00:00 02/02/2013,        8908
09:00:00 03/02/2013,        9382
09:00:00 04/02/2013,        9649
09:00:00 05/02/2013,        9522
09:00:00 06/02/2013,        9511
09:00:00 07/02/2013,        9603
09:00:00 08/02/2013,        9560
09:00:00 09/02/2013,        9611
09:00:00 10/02/2013,        9501
09:00:00 11/02/2013,        9213
09:00:00 12/02/2013,        8828
09:00:00 13/02/2013,        8334
09:00:00 14/02/2013,        8098
09:00:00 15/02/2013,        8295
09:00:00 16/02/2013,        8378
09:00:00 17/02/2013,        8240
09:00:00 18/02/2013,        8120
09:00:00 19/02/2013,        8401
09:00:00 20/02/2013,        8589
09:00:00 21/02/2013,        8970
09:00:00 22/02/2013,        9406
09:00:00 23/02/2013,        9290
09:00:00 24/02/2013,        9157
09:00:00 25/02/2013,        9259
09:00:00 26/02/2013,        8895
09:00:00 27/02/2013,        8373
09:00:00 28/02/2013,        7872
09:00:00 01/03/2013,        7465
09:00:00 02/03/2013,        7533
09:00:00 03/03/2013,        7748
09:00:00 04/03/2013,        7834
09:00:00 05/03/2013,        7845
09:00:00 06/03/2013,        7752
09:00:00 07/03/2013,        7689
09:00:00 08/03/2013,        7675
09:00:00 09/03/2013,        7680
09:00:00 10/03/2013,        7776
09:00:00 11/03/2013,        7700
09:00:00 12/03/2013,        7652
09:00:00 13/03/2013,        7961
09:00:00 14/03/2013,        8293
09:00:00 15/03/2013,        8606
09:00:00 16/03/2013,        8936
09:00:00 17/03/2013,        8979
09:00:00 18/03/2013,        8908
09:00:00 19/03/2013,        9541
09:00:00 20/03/2013,        9824
09:00:00 21/03/2013,        9255
09:00:00 22/03/2013,        8844
09:00:00 23/03/2013,        8785
09:00:00 24/03/2013,        8839
09:00:00 25/03/2013,        8857
09:00:00 26/03/2013,        8868
09:00:00 27/03/2013,        8851
09:00:00 28/03/2013,        8828
09:00:00 29/03/2013,        8865
09:00:00 30/03/2013,        9004
09:00:00 31/03/2013,        8961
09:00:00 01/04/2013,        8416
09:00:00 02/04/2013,        7876
09:00:00 03/04/2013,        7773
09:00:00 04/04/2013,        7811
09:00:00 05/04/2013,        7811
09:00:00 06/04/2013,        7523
09:00:00 07/04/2013,        7311
09:00:00 08/04/2013,        7296
09:00:00 09/04/2013,        7164
09:00:00 10/04/2013,        7030
09:00:00 11/04/2013,        7461
09:00:00 12/04/2013,        7494
09:00:00 13/04/2013,        7146
09:00:00 14/04/2013,        7315
09:00:00 15/04/2013,        7426
09:00:00 16/04/2013,        7347
09:00:00 17/04/2013,        7407
09:00:00 18/04/2013,        7720
09:00:00 19/04/2013,        8025
09:00:00 20/04/2013,        7638
09:00:00 21/04/2013,        7331
09:00:00 22/04/2013,        7435
09:00:00 23/04/2013,        7304
09:00:00 24/04/2013,        6743
09:00:00 25/04/2013,        6591
09:00:00 26/04/2013,        6898
09:00:00 27/04/2013,        7044
09:00:00 28/04/2013,        6966
09:00:00 29/04/2013,        6779
09:00:00 30/04/2013,        6701
09:00:00 01/05/2013,        6025
09:00:00 02/05/2013,        5193
09:00:00 03/05/2013,        5042
09:00:00 04/05/2013,        5123
09:00:00 05/05/2013,        5195
09:00:00 06/05/2013,        5239
09:00:00 07/05/2013,        5263
09:00:00 08/05/2013,        5235
09:00:00 09/05/2013,        5204
09:00:00 10/05/2013,        5237
09:00:00 11/05/2013,        5317
09:00:00 12/05/2013,        5279
09:00:00 13/05/2013,        5195
09:00:00 14/05/2013,        5153
09:00:00 15/05/2013,        5090
09:00:00 16/05/2013,        5157
09:00:00 17/05/2013,        5299
09:00:00 18/05/2013,        5409
09:00:00 19/05/2013,        5337
09:00:00 20/05/2013,        5184
09:00:00 21/05/2013,        5322
09:00:00 22/05/2013,        5397
09:00:00 23/05/2013,        5176
09:00:00 24/05/2013,        5241
09:00:00 25/05/2013,        5312
09:00:00 26/05/2013,        5338
09:00:00 27/05/2013,        5389
09:00:00 28/05/2013,        5406
09:00:00 29/05/2013,        5670
09:00:00 30/05/2013,        5768
09:00:00 31/05/2013,        5082
09:00:00 01/06/2013,        4314
09:00:00 02/06/2013,        3889
09:00:00 03/06/2013,        3316
09:00:00 04/06/2013,        3748
09:00:00 05/06/2013,        4053
09:00:00 06/06/2013,        3742
09:00:00 07/06/2013,        3755
09:00:00 08/06/2013,        3772
09:00:00 09/06/2013,        3764
09:00:00 10/06/2013,        3688
09:00:00 11/06/2013,        3635
09:00:00 12/06/2013,        3649
09:00:00 13/06/2013,        3633
09:00:00 14/06/2013,        3603
09:00:00 15/06/2013,        3677
09:00:00 16/06/2013,        3785
09:00:00 17/06/2013,        3752
09:00:00 18/06/2013,        3733
09:00:00 19/06/2013,        3709
09:00:00 20/06/2013,        3966
09:00:00 21/06/2013,        4314
09:00:00 22/06/2013,        4287
09:00:00 23/06/2013,        4184
09:00:00 24/06/2013,        4122
09:00:00 25/06/2013,        4223
09:00:00 26/06/2013,        4357
09:00:00 27/06/2013,        4284
09:00:00 28/06/2013,        4225
09:00:00 29/06/2013,        4238
09:00:00 30/06/2013,        4102
09:00:00 01/07/2013,        3835
09:00:00 02/07/2013,        3610
09:00:00 03/07/2013,        3514
09:00:00 04/07/2013,        3514
09:00:00 05/07/2013,        3536
09:00:00 06/07/2013,        3523
09:00:00 07/07/2013,        3514
09:00:00 08/07/2013,        3501
09:00:00 09/07/2013,        3481
09:00:00 10/07/2013,        3479
09:00:00 11/07/2013,        3483
09:00:00 12/07/2013,        3618
09:00:00 13/07/2013,        3527
09:00:00 14/07/2013,        3350
09:00:00 15/07/2013,        3492
09:00:00 16/07/2013,        3617
09:00:00 17/07/2013,        3481
09:00:00 18/07/2013,        3839
09:00:00 19/07/2013,        4467
09:00:00 20/07/2013,        4659
09:00:00 21/07/2013,        4601
09:00:00 22/07/2013,        4514
09:00:00 23/07/2013,        4458
09:00:00 24/07/2013,        4361
09:00:00 25/07/2013,        4375
09:00:00 26/07/2013,        5239
09:00:00 27/07/2013,        7625
09:00:00 28/07/2013,        8729
09:00:00 29/07/2013,        8158
09:00:00 30/07/2013,        7835
09:00:00 31/07/2013,        7782
09:00:00 01/08/2013,        8003
09:00:00 02/08/2013,        8289
09:00:00 03/08/2013,        8060
09:00:00 04/08/2013,        8028
09:00:00 05/08/2013,        8157
09:00:00 06/08/2013,        8010
09:00:00 07/08/2013,        8066
09:00:00 08/08/2013,        7901
09:00:00 09/08/2013,        7841
09:00:00 10/08/2013,        7975
09:00:00 11/08/2013,        7877
09:00:00 12/08/2013,        7985
09:00:00 13/08/2013,        9957
09:00:00 14/08/2013,       13637
09:00:00 15/08/2013,       15640
09:00:00 16/08/2013,       15155
09:00:00 17/08/2013,       14490
09:00:00 18/08/2013,       14613
09:00:00 19/08/2013,       15091
09:00:00 20/08/2013,       15348
09:00:00 21/08/2013,       15367
09:00:00 22/08/2013,       15141
09:00:00 23/08/2013,       14983
09:00:00 24/08/2013,       15019
09:00:00 25/08/2013,       15233
09:00:00 26/08/2013,       15212
09:00:00 27/08/2013,       14996
09:00:00 28/08/2013,       14876
09:00:00 29/08/2013,       15587
09:00:00 30/08/2013,       17785
09:00:00 31/08/2013,       19274
09:00:00 01/09/2013,       18533
09:00:00 02/09/2013,       16475
09:00:00 03/09/2013,       15365
09:00:00 04/09/2013,       15486
09:00:00 05/09/2013,       15518
09:00:00 06/09/2013,       15346
09:00:00 07/09/2013,       15256
09:00:00 08/09/2013,       15373
09:00:00 09/09/2013,       15290
09:00:00 10/09/2013,       15082
09:00:00 11/09/2013,       15100
09:00:00 12/09/2013,       15240
09:00:00 13/09/2013,       15409
09:00:00 14/09/2013,       15501
09:00:00 15/09/2013,       15499
09:00:00 16/09/2013,       15600
09:00:00 17/09/2013,       16776
09:00:00 18/09/2013,       19259
09:00:00 19/09/2013,       21637
09:00:00 20/09/2013,       23167
09:00:00 21/09/2013,       24572
09:00:00 22/09/2013,       25536
09:00:00 23/09/2013,       25441
09:00:00 24/09/2013,       25117
09:00:00 25/09/2013,       25113
09:00:00 26/09/2013,       25165
09:00:00 27/09/2013,       25165
09:00:00 28/09/2013,       25173
09:00:00 29/09/2013,       25179
09:00:00 30/09/2013,       25118
09:00:00 01/10/2013,       24997
09:00:00 02/10/2013,       24878
09:00:00 03/10/2013,       24820
09:00:00 04/10/2013,       24949
09:00:00 05/10/2013,       25132
09:00:00 06/10/2013,       25190
09:00:00 07/10/2013,       25115
09:00:00 08/10/2013,       24983
09:00:00 09/10/2013,       24805
09:00:00 10/10/2013,       24952
09:00:00 11/10/2013,       25365
09:00:00 12/10/2013,       25701
09:00:00 13/10/2013,       25683
09:00:00 14/10/2013,       25408
09:00:00 15/10/2013,       24485
09:00:00 16/10/2013,       22726
09:00:00 17/10/2013,       20548
09:00:00 18/10/2013,       18628
09:00:00 19/10/2013,       17175
09:00:00 20/10/2013,       16498
09:00:00 21/10/2013,       16290
09:00:00 22/10/2013,       14977
09:00:00 23/10/2013,       13816
09:00:00 24/10/2013,       13629
09:00:00 25/10/2013,       13637
09:00:00 26/10/2013,       13483
09:00:00 27/10/2013,       13685
09:00:00 28/10/2013,       14911
09:00:00 29/10/2013,       15302
09:00:00 30/10/2013,       14037
09:00:00 31/10/2013,       12948
09:00:00 01/11/2013,       12649
09:00:00 02/11/2013,       12709
09:00:00 03/11/2013,       13013
09:00:00 04/11/2013,       12971
09:00:00 05/11/2013,       12933
09:00:00 06/11/2013,       13784
09:00:00 07/11/2013,       14166
09:00:00 08/11/2013,       13845
09:00:00 09/11/2013,       14007
09:00:00 10/11/2013,       14383
09:00:00 11/11/2013,       14290
09:00:00 12/11/2013,       14063
09:00:00 13/11/2013,       13846
09:00:00 14/11/2013,""
09:00:00 15/11/2013,""
09:00:00 16/11/2013,""
09:00:00 17/11/2013,       13215
09:00:00 18/11/2013,       13057
09:00:00 19/11/2013,       12833
09:00:00 20/11/2013,       13154
09:00:00 21/11/2013,       12901
09:00:00 22/11/2013,       12248
09:00:00 23/11/2013,       11959
09:00:00 24/11/2013,       12174
09:00:00 25/11/2013,       12238
09:00:00 26/11/2013,       11899
09:00:00 27/11/2013,       11953
09:00:00 28/11/2013,       11839
09:00:00 29/11/2013,       11586
09:00:00 30/11/2013,       12019
09:00:00 01/12/2013,       12334
09:00:00 02/12/2013,       12011
09:00:00 03/12/2013,       11884
09:00:00 04/12/2013,       12075
09:00:00 05/12/2013,       12748
09:00:00 06/12/2013,       12992
09:00:00 07/12/2013,       12650
09:00:00 08/12/2013,       12703
09:00:00 09/12/2013,       13613
09:00:00 10/12/2013,       13693
09:00:00 11/12/2013,       13049
09:00:00 12/12/2013,       12482
09:00:00 13/12/2013,       11463
09:00:00 14/12/2013,       10070
09:00:00 15/12/2013,        9315
09:00:00 16/12/2013,        9553
09:00:00 17/12/2013,        9744
09:00:00 18/12/2013,        9713
09:00:00 19/12/2013,       10212
09:00:00 20/12/2013,       11036
09:00:00 21/12/2013,       12016
09:00:00 22/12/2013,       12654
09:00:00 23/12/2013,       12767
09:00:00 24/12/2013,       13536
09:00:00 25/12/2013,       14177
09:00:00 26/12/2013,       14134
09:00:00 27/12/2013,       13946
09:00:00 28/12/2013,       13073
09:00:00 29/12/2013,       12173
09:00:00 30/12/2013,       12029
09:00:00 31/12/2013,       11296
09:00:00 01/01/2014,       10652
09:00:00 02/01/2014,       10903
09:00:00 03/01/2014,        9978
09:00:00 04/01/2014,        8579
09:00:00 05/01/2014,        8255
09:00:00 06/01/2014,        8555
09:00:00 07/01/2014,        8311
09:00:00 08/01/2014,        7343
09:00:00 09/01/2014,        7418
09:00:00 10/01/2014,        7629
09:00:00 11/01/2014,        7342
09:00:00 12/01/2014,        7522
09:00:00 13/01/2014,        7611
09:00:00 14/01/2014,        7465
09:00:00 15/01/2014,        7164
09:00:00 16/01/2014,        7068
09:00:00 17/01/2014,        7126
09:00:00 18/01/2014,        7100
09:00:00 19/01/2014,        7275
09:00:00 20/01/2014,        7283
09:00:00 21/01/2014,        7127
09:00:00 22/01/2014,        7347
09:00:00 23/01/2014,        7521
09:00:00 24/01/2014,        7506
09:00:00 25/01/2014,        7526
09:00:00 26/01/2014,        7537
09:00:00 27/01/2014,        7467
09:00:00 28/01/2014,        7500
09:00:00 29/01/2014,        7440
09:00:00 30/01/2014,        7222
09:00:00 31/01/2014,        7045
09:00:00 01/02/2014,        8310
09:00:00 02/02/2014,        9485
09:00:00 03/02/2014,        9460
09:00:00 04/02/2014,        9781
09:00:00 05/02/2014,        9923
09:00:00 06/02/2014,        9387
09:00:00 07/02/2014,        8464
09:00:00 08/02/2014,        7763
09:00:00 09/02/2014,        7748
09:00:00 10/02/2014,        8031
09:00:00 11/02/2014,        8157
09:00:00 12/02/2014,        8029
09:00:00 13/02/2014,        7593
09:00:00 14/02/2014,        7414
09:00:00 15/02/2014,        7441
09:00:00 16/02/2014,        7095
09:00:00 17/02/2014,        6935
09:00:00 18/02/2014,        6341
09:00:00 19/02/2014,        5589
09:00:00 20/02/2014,        5514
09:00:00 21/02/2014,        5624
09:00:00 22/02/2014,        5600
09:00:00 23/02/2014,        5519
09:00:00 24/02/2014,        5533
09:00:00 25/02/2014,        5605
09:00:00 26/02/2014,        5599
09:00:00 27/02/2014,        5458
09:00:00 28/02/2014,        5282
09:00:00 01/03/2014,        6189
09:00:00 02/03/2014,        7193
09:00:00 03/03/2014,        7218
09:00:00 04/03/2014,        6748
09:00:00 05/03/2014,        7434
09:00:00 06/03/2014,        8433
09:00:00 07/03/2014,        8303
09:00:00 08/03/2014,        8166
09:00:00 09/03/2014,        8352
09:00:00 10/03/2014,        8257
09:00:00 11/03/2014,        8173
09:00:00 12/03/2014,        8533
09:00:00 13/03/2014,        8486
09:00:00 14/03/2014,        8295
09:00:00 15/03/2014,        7866
09:00:00 16/03/2014,        6809
09:00:00 17/03/2014,        6160
09:00:00 18/03/2014,        6037
09:00:00 19/03/2014,        6745
09:00:00 20/03/2014,        7411
09:00:00 21/03/2014,        7185
09:00:00 22/03/2014,        6808
09:00:00 23/03/2014,        6631
09:00:00 24/03/2014,        6597
09:00:00 25/03/2014,        6326
09:00:00 26/03/2014,        6150
09:00:00 27/03/2014,        6185
09:00:00 28/03/2014,        6028
09:00:00 29/03/2014,        6214
09:00:00 30/03/2014,        6542
09:00:00 31/03/2014,        6585
09:00:00 01/04/2014,        6094
09:00:00 02/04/2014,        5341
09:00:00 03/04/2014,        4542
09:00:00 04/04/2014,        4062
09:00:00 05/04/2014,        4173
09:00:00 06/04/2014,        4443
09:00:00 07/04/2014,        4741
09:00:00 08/04/2014,        5178
09:00:00 09/04/2014,        6544
09:00:00 10/04/2014,        8385
09:00:00 11/04/2014,        8920
09:00:00 12/04/2014,        8196
09:00:00 13/04/2014,        7806
09:00:00 14/04/2014,        8172
09:00:00 15/04/2014,        8182
09:00:00 16/04/2014,        7669
09:00:00 17/04/2014,        6952
09:00:00 18/04/2014,        6373
09:00:00 19/04/2014,        6391
09:00:00 20/04/2014,        6593
09:00:00 21/04/2014,        6700
09:00:00 22/04/2014,        6626
09:00:00 23/04/2014,        6398
09:00:00 24/04/2014,        6637
09:00:00 25/04/2014,        6337
09:00:00 26/04/2014,        5238
09:00:00 27/04/2014,        4731
09:00:00 28/04/2014,        5050
09:00:00 29/04/2014,        4672
09:00:00 30/04/2014,        3817
09:00:00 01/05/2014,        3699
09:00:00 02/05/2014,        3925
09:00:00 03/05/2014,        4023
09:00:00 04/05/2014,        3720
09:00:00 05/05/2014,        3482
09:00:00 06/05/2014,        3678
09:00:00 07/05/2014,        3715
09:00:00 08/05/2014,        3903
09:00:00 09/05/2014,        3958
09:00:00 10/05/2014,        3963
09:00:00 11/05/2014,        4062
09:00:00 12/05/2014,        3755
09:00:00 13/05/2014,        3408
09:00:00 14/05/2014,        3572
