"Time","FLOWTOSA"
"and",400.00
"Date","Discharge (ML/Day)"
"","Mean"
09:00:00 15/05/2014,        3807
09:00:00 16/05/2014,        3819
09:00:00 17/05/2014,        3660
09:00:00 18/05/2014,        3510
09:00:00 19/05/2014,        3479
09:00:00 20/05/2014,        3459
09:00:00 21/05/2014,        3529
09:00:00 22/05/2014,        3726
09:00:00 23/05/2014,        3890
09:00:00 24/05/2014,        4019
09:00:00 25/05/2014,        3958
09:00:00 26/05/2014,        3633
09:00:00 27/05/2014,        3204
09:00:00 28/05/2014,        3068
09:00:00 29/05/2014,        3180
09:00:00 30/05/2014,        3244
09:00:00 31/05/2014,        3155
09:00:00 01/06/2014,        2957
09:00:00 02/06/2014,        2940
09:00:00 03/06/2014,        2973
09:00:00 04/06/2014,        2923
09:00:00 05/06/2014,        3004
09:00:00 06/06/2014,        3118
09:00:00 07/06/2014,        3031
09:00:00 08/06/2014,        2950
09:00:00 09/06/2014,        2948
09:00:00 10/06/2014,        2939
09:00:00 11/06/2014,        2950
09:00:00 12/06/2014,        2959
09:00:00 13/06/2014,        2932
09:00:00 14/06/2014,        3009
09:00:00 15/06/2014,        3066
09:00:00 16/06/2014,        3475
09:00:00 17/06/2014,        4115
09:00:00 18/06/2014,        4544
09:00:00 19/06/2014,        4488
09:00:00 20/06/2014,        4080
09:00:00 21/06/2014,        3810
09:00:00 22/06/2014,        3874
09:00:00 23/06/2014,        4074
09:00:00 24/06/2014,        4021
09:00:00 25/06/2014,        3915
09:00:00 26/06/2014,        3901
09:00:00 27/06/2014,        3769
09:00:00 28/06/2014,        3576
09:00:00 29/06/2014,        3497
09:00:00 30/06/2014,        3531
09:00:00 01/07/2014,        3640
09:00:00 02/07/2014,        3649
09:00:00 03/07/2014,        3785
09:00:00 04/07/2014,        3949
09:00:00 05/07/2014,        4006
09:00:00 06/07/2014,        3795
09:00:00 07/07/2014,        3893
09:00:00 08/07/2014,        3997
09:00:00 09/07/2014,        4289
09:00:00 10/07/2014,        4627
09:00:00 11/07/2014,        4516
09:00:00 12/07/2014,        4633
09:00:00 13/07/2014,        4621
09:00:00 14/07/2014,        4462
09:00:00 15/07/2014,        4414
09:00:00 16/07/2014,        4459
09:00:00 17/07/2014,        4533
09:00:00 18/07/2014,        4895
09:00:00 19/07/2014,        5496
09:00:00 20/07/2014,        5677
09:00:00 21/07/2014,        5761
09:00:00 22/07/2014,        6063
09:00:00 23/07/2014,        6313
09:00:00 24/07/2014,        7446
09:00:00 25/07/2014,       10566
09:00:00 26/07/2014,       13423
09:00:00 27/07/2014,       14345
09:00:00 28/07/2014,       14435
09:00:00 29/07/2014,       14468
09:00:00 30/07/2014,       14742
09:00:00 31/07/2014,       14654
09:00:00 01/08/2014,       14543
09:00:00 02/08/2014,       14698
09:00:00 03/08/2014,       14726
09:00:00 04/08/2014,       15105
09:00:00 05/08/2014,       16179
09:00:00 06/08/2014,       17490
09:00:00 07/08/2014,       17655
09:00:00 08/08/2014,       16569
09:00:00 09/08/2014,       16152
09:00:00 10/08/2014,       17084
09:00:00 11/08/2014,       17877
09:00:00 12/08/2014,       17389
09:00:00 13/08/2014,       16984
09:00:00 14/08/2014,       17144
09:00:00 15/08/2014,       16654
09:00:00 16/08/2014,       16132
09:00:00 17/08/2014,       16022
09:00:00 18/08/2014,       15780
09:00:00 19/08/2014,       15229
09:00:00 20/08/2014,       14444
09:00:00 21/08/2014,       13315
09:00:00 22/08/2014,       12603
09:00:00 23/08/2014,       11977
09:00:00 24/08/2014,       11342
09:00:00 25/08/2014,       11023
09:00:00 26/08/2014,       10208
09:00:00 27/08/2014,        9551
09:00:00 28/08/2014,        9178
09:00:00 29/08/2014,        9313
09:00:00 30/08/2014,        9614
09:00:00 31/08/2014,        9627
09:00:00 01/09/2014,        8546
09:00:00 02/09/2014,        6336
09:00:00 03/09/2014,        5414
09:00:00 04/09/2014,        5972
09:00:00 05/09/2014,        6229
09:00:00 06/09/2014,        5965
09:00:00 07/09/2014,        5677
09:00:00 08/09/2014,        5419
09:00:00 09/09/2014,        5289
09:00:00 10/09/2014,        5427
09:00:00 11/09/2014,        5581
09:00:00 12/09/2014,        5720
09:00:00 13/09/2014,        5940
09:00:00 14/09/2014,        5995
09:00:00 15/09/2014,        5893
09:00:00 16/09/2014,        5902
09:00:00 17/09/2014,        6022
09:00:00 18/09/2014,        5873
09:00:00 19/09/2014,        5449
09:00:00 20/09/2014,        5177
09:00:00 21/09/2014,        5218
09:00:00 22/09/2014,        5377
09:00:00 23/09/2014,        6301
09:00:00 24/09/2014,        7148
09:00:00 25/09/2014,        7282
09:00:00 26/09/2014,        7399
09:00:00 27/09/2014,        7386
09:00:00 28/09/2014,        7343
09:00:00 29/09/2014,        7251
09:00:00 30/09/2014,        7051
09:00:00 01/10/2014,        7010
09:00:00 02/10/2014,        7347
09:00:00 03/10/2014,        7590
09:00:00 04/10/2014,        7479
09:00:00 05/10/2014,        7393
09:00:00 06/10/2014,        7541
09:00:00 07/10/2014,        7816
09:00:00 08/10/2014,        7910
09:00:00 09/10/2014,        8426
09:00:00 10/10/2014,        9356
09:00:00 11/10/2014,        9355
09:00:00 12/10/2014,        9006
09:00:00 13/10/2014,        9142
09:00:00 14/10/2014,        8941
09:00:00 15/10/2014,        9360
09:00:00 16/10/2014,        9700
09:00:00 17/10/2014,        9460
09:00:00 18/10/2014,        9695
09:00:00 19/10/2014,        9681
09:00:00 20/10/2014,        9402
09:00:00 21/10/2014,        9470
09:00:00 22/10/2014,        9913
09:00:00 23/10/2014,        9987
09:00:00 24/10/2014,        9477
09:00:00 25/10/2014,        9024
09:00:00 26/10/2014,        9006
09:00:00 27/10/2014,        9328
09:00:00 28/10/2014,        9461
09:00:00 29/10/2014,        9476
09:00:00 30/10/2014,        9493
09:00:00 31/10/2014,        9465
09:00:00 01/11/2014,        9685
09:00:00 02/11/2014,        9777
09:00:00 03/11/2014,       10056
09:00:00 04/11/2014,       10051
09:00:00 05/11/2014,        9923
09:00:00 06/11/2014,       10003
09:00:00 07/11/2014,        9934
09:00:00 08/11/2014,       10162
09:00:00 09/11/2014,       10182
09:00:00 10/11/2014,        9915
09:00:00 11/11/2014,        9946
09:00:00 12/11/2014,       10128
09:00:00 13/11/2014,       10147
09:00:00 14/11/2014,        9845
09:00:00 15/11/2014,        9557
09:00:00 16/11/2014,        9894
09:00:00 17/11/2014,       10129
09:00:00 18/11/2014,       10149
09:00:00 19/11/2014,       10032
09:00:00 20/11/2014,       10014
09:00:00 21/11/2014,       10151
09:00:00 22/11/2014,       10054
09:00:00 23/11/2014,        9886
09:00:00 24/11/2014,       10177
09:00:00 25/11/2014,       10134
09:00:00 26/11/2014,        9774
09:00:00 27/11/2014,       10119
09:00:00 28/11/2014,        9978
09:00:00 29/11/2014,        9609
09:00:00 30/11/2014,        9651
09:00:00 01/12/2014,        9565
09:00:00 02/12/2014,        9522
09:00:00 03/12/2014,        9881
09:00:00 04/12/2014,       10245
09:00:00 05/12/2014,        8899
09:00:00 06/12/2014,        8066
09:00:00 07/12/2014,        8432
09:00:00 08/12/2014,        9095
09:00:00 09/12/2014,        9227
09:00:00 10/12/2014,        8790
09:00:00 11/12/2014,        8316
09:00:00 12/12/2014,        7894
09:00:00 13/12/2014,        7772
09:00:00 14/12/2014,        7833
09:00:00 15/12/2014,        7941
09:00:00 16/12/2014,        7959
09:00:00 17/12/2014,        7993
09:00:00 18/12/2014,        8262
09:00:00 19/12/2014,        8093
09:00:00 20/12/2014,        7966
09:00:00 21/12/2014,        8207
09:00:00 22/12/2014,        8094
09:00:00 23/12/2014,        7624
09:00:00 24/12/2014,        7488
09:00:00 25/12/2014,        7688
09:00:00 26/12/2014,        7744
09:00:00 27/12/2014,        7515
09:00:00 28/12/2014,        7299
09:00:00 29/12/2014,        7337
09:00:00 30/12/2014,        7392
09:00:00 31/12/2014,        7622
09:00:00 01/01/2015,        7896
09:00:00 02/01/2015,        7880
09:00:00 03/01/2015,        7674
09:00:00 04/01/2015,        7479
09:00:00 05/01/2015,        7425
09:00:00 06/01/2015,        7324
09:00:00 07/01/2015,        7352
09:00:00 08/01/2015,        7456
09:00:00 09/01/2015,        7456
09:00:00 10/01/2015,        7434
09:00:00 11/01/2015,        7415
09:00:00 12/01/2015,        7382
09:00:00 13/01/2015,        7523
09:00:00 14/01/2015,        7610
09:00:00 15/01/2015,        7235
09:00:00 16/01/2015,        7543
09:00:00 17/01/2015,        8331
09:00:00 18/01/2015,        8568
09:00:00 19/01/2015,        8501
09:00:00 20/01/2015,        8979
09:00:00 21/01/2015,       10085
09:00:00 22/01/2015,       10379
09:00:00 23/01/2015,       10266
09:00:00 24/01/2015,       10364
09:00:00 25/01/2015,       10287
09:00:00 26/01/2015,       10135
09:00:00 27/01/2015,       10072
09:00:00 28/01/2015,       10006
09:00:00 29/01/2015,        9878
09:00:00 30/01/2015,        9692
09:00:00 31/01/2015,        9716
09:00:00 01/02/2015,        9565
09:00:00 02/02/2015,        9590
09:00:00 03/02/2015,        9862
09:00:00 04/02/2015,        9609
09:00:00 05/02/2015,        9221
09:00:00 06/02/2015,        8993
09:00:00 07/02/2015,        9051
09:00:00 08/02/2015,        9256
09:00:00 09/02/2015,        9364
09:00:00 10/02/2015,        9345
09:00:00 11/02/2015,        9633
09:00:00 12/02/2015,        9762
09:00:00 13/02/2015,        9410
09:00:00 14/02/2015,        9262
09:00:00 15/02/2015,        9328
09:00:00 16/02/2015,        9300
09:00:00 17/02/2015,        9239
09:00:00 18/02/2015,        9572
09:00:00 19/02/2015,        9720
09:00:00 20/02/2015,        8966
09:00:00 21/02/2015,        8475
09:00:00 22/02/2015,        9115
09:00:00 23/02/2015,        9388
09:00:00 24/02/2015,        9145
09:00:00 25/02/2015,        9298
09:00:00 26/02/2015,        9292
09:00:00 27/02/2015,        9031
09:00:00 28/02/2015,        9179
09:00:00 01/03/2015,        9421
09:00:00 02/03/2015,        9496
09:00:00 03/03/2015,        9751
09:00:00 04/03/2015,        9985
09:00:00 05/03/2015,       10042
09:00:00 06/03/2015,       10024
09:00:00 07/03/2015,        9976
09:00:00 08/03/2015,       10027
09:00:00 09/03/2015,        9957
09:00:00 10/03/2015,        9796
09:00:00 11/03/2015,        9840
09:00:00 12/03/2015,        9838
09:00:00 13/03/2015,        9629
09:00:00 14/03/2015,        9446
09:00:00 15/03/2015,        8989
09:00:00 16/03/2015,        8285
09:00:00 17/03/2015,        7651
09:00:00 18/03/2015,        6313
09:00:00 19/03/2015,        6731
09:00:00 20/03/2015,        7281
09:00:00 21/03/2015,        6356
09:00:00 22/03/2015,        6119
09:00:00 23/03/2015,        6246
09:00:00 24/03/2015,        6097
09:00:00 25/03/2015,        6004
09:00:00 26/03/2015,        6094
09:00:00 27/03/2015,        6265
09:00:00 28/03/2015,        6350
09:00:00 29/03/2015,        6197
09:00:00 30/03/2015,        6032
09:00:00 31/03/2015,        5899
09:00:00 01/04/2015,        5849
09:00:00 02/04/2015,        5993
09:00:00 03/04/2015,        6650
09:00:00 04/04/2015,        6789
09:00:00 05/04/2015,        6581
09:00:00 06/04/2015,        6516
09:00:00 07/04/2015,        6344
09:00:00 08/04/2015,        6138
09:00:00 09/04/2015,        6205
09:00:00 10/04/2015,        6674
09:00:00 11/04/2015,        6462
09:00:00 12/04/2015,        6052
09:00:00 13/04/2015,        6190
09:00:00 14/04/2015,        6512
09:00:00 15/04/2015,        6763
09:00:00 16/04/2015,        6575
09:00:00 17/04/2015,        6463
09:00:00 18/04/2015,        6810
09:00:00 19/04/2015,        6816
09:00:00 20/04/2015,        6335
09:00:00 21/04/2015,        5975
09:00:00 22/04/2015,        6535
09:00:00 23/04/2015,        6556
09:00:00 24/04/2015,        6184
09:00:00 25/04/2015,        5601
09:00:00 26/04/2015,        4975
09:00:00 27/04/2015,        4875
09:00:00 28/04/2015,        4993
09:00:00 29/04/2015,        4990
09:00:00 30/04/2015,        4937
09:00:00 01/05/2015,        5175
09:00:00 02/05/2015,        4847
09:00:00 03/05/2015,        4866
09:00:00 04/05/2015,        5153
09:00:00 05/05/2015,        4668
09:00:00 06/05/2015,        4188
09:00:00 07/05/2015,        4612
09:00:00 08/05/2015,        4973
09:00:00 09/05/2015,        4807
09:00:00 10/05/2015,        4692
09:00:00 11/05/2015,        4591
09:00:00 12/05/2015,        4523
09:00:00 13/05/2015,        4874
09:00:00 14/05/2015,        4997
09:00:00 15/05/2015,        4782
09:00:00 16/05/2015,        4618
09:00:00 17/05/2015,        4521
09:00:00 18/05/2015,        4521
09:00:00 19/05/2015,        4598
09:00:00 20/05/2015,        4634
09:00:00 21/05/2015,        4384
09:00:00 22/05/2015,        4193
09:00:00 23/05/2015,        3986
09:00:00 24/05/2015,        3754
09:00:00 25/05/2015,        3822
09:00:00 26/05/2015,        3958
09:00:00 27/05/2015,        3966
09:00:00 28/05/2015,        4078
09:00:00 29/05/2015,        4062
09:00:00 30/05/2015,        3882
09:00:00 31/05/2015,        4083
09:00:00 01/06/2015,        4135
09:00:00 02/06/2015,        3869
09:00:00 03/06/2015,        3737
09:00:00 04/06/2015,        3866
09:00:00 05/06/2015,        3594
09:00:00 06/06/2015,        3451
09:00:00 07/06/2015,        3740
09:00:00 08/06/2015,        3813
09:00:00 09/06/2015,        3759
09:00:00 10/06/2015,        3790
09:00:00 11/06/2015,        3758
09:00:00 12/06/2015,        3644
09:00:00 13/06/2015,        3781
09:00:00 14/06/2015,        3905
09:00:00 15/06/2015,        3803
09:00:00 16/06/2015,        3574
09:00:00 17/06/2015,        3493
09:00:00 18/06/2015,        3727
09:00:00 19/06/2015,        3772
09:00:00 20/06/2015,        3690
09:00:00 21/06/2015,        3784
09:00:00 22/06/2015,        3833
09:00:00 23/06/2015,        3769
09:00:00 24/06/2015,        3729
09:00:00 25/06/2015,        3730
09:00:00 26/06/2015,        3848
09:00:00 27/06/2015,        3965
09:00:00 28/06/2015,        3899
09:00:00 29/06/2015,        3782
09:00:00 30/06/2015,        4097
09:00:00 01/07/2015,        5018
09:00:00 02/07/2015,        5582
09:00:00 03/07/2015,        5874
09:00:00 04/07/2015,        6727
09:00:00 05/07/2015,        7515
09:00:00 06/07/2015,        7934
09:00:00 07/07/2015,        8421
09:00:00 08/07/2015,        8829
09:00:00 09/07/2015,        9047
09:00:00 10/07/2015,        9119
09:00:00 11/07/2015,        9121
09:00:00 12/07/2015,        9156
09:00:00 13/07/2015,        9173
09:00:00 14/07/2015,        8997
09:00:00 15/07/2015,        8583
09:00:00 16/07/2015,        8061
09:00:00 17/07/2015,        7547
09:00:00 18/07/2015,        7420
09:00:00 19/07/2015,        7716
09:00:00 20/07/2015,        7996
09:00:00 21/07/2015,        7763
09:00:00 22/07/2015,        7029
09:00:00 23/07/2015,        6464
09:00:00 24/07/2015,        6593
09:00:00 25/07/2015,        6594
09:00:00 26/07/2015,        6204
09:00:00 27/07/2015,        6219
09:00:00 28/07/2015,        6103
09:00:00 29/07/2015,        6339
09:00:00 30/07/2015,        7169
09:00:00 31/07/2015,        7368
09:00:00 01/08/2015,        7280
09:00:00 02/08/2015,        7215
09:00:00 03/08/2015,        7019
09:00:00 04/08/2015,        6980
09:00:00 05/08/2015,        7364
09:00:00 06/08/2015,        7584
09:00:00 07/08/2015,        7269
09:00:00 08/08/2015,        6958
09:00:00 09/08/2015,        6987
09:00:00 10/08/2015,        7124
09:00:00 11/08/2015,        6960
09:00:00 12/08/2015,        7236
09:00:00 13/08/2015,        7505
09:00:00 14/08/2015,        7378
09:00:00 15/08/2015,        7363
09:00:00 16/08/2015,        7370
09:00:00 17/08/2015,        7321
09:00:00 18/08/2015,        6961
09:00:00 19/08/2015,        6490
09:00:00 20/08/2015,        6330
09:00:00 21/08/2015,        6056
09:00:00 22/08/2015,        5741
09:00:00 23/08/2015,        5769
09:00:00 24/08/2015,        5952
09:00:00 25/08/2015,        5985
09:00:00 26/08/2015,        6010
09:00:00 27/08/2015,        6027
09:00:00 28/08/2015,        6203
09:00:00 29/08/2015,        6549
09:00:00 30/08/2015,        6559
09:00:00 31/08/2015,        6385
09:00:00 01/09/2015,        7337
09:00:00 02/09/2015,        8194
09:00:00 03/09/2015,        8163
09:00:00 04/09/2015,        8174
09:00:00 05/09/2015,        7719
09:00:00 06/09/2015,        7185
09:00:00 07/09/2015,        7060
09:00:00 08/09/2015,        7174
09:00:00 09/09/2015,        7316
09:00:00 10/09/2015,        7064
09:00:00 11/09/2015,        6727
09:00:00 12/09/2015,        6732
09:00:00 13/09/2015,        7009
09:00:00 14/09/2015,        7013
09:00:00 15/09/2015,        7501
09:00:00 16/09/2015,        8507
09:00:00 17/09/2015,        9170
09:00:00 18/09/2015,        9907
09:00:00 19/09/2015,       10382
09:00:00 20/09/2015,       10543
09:00:00 21/09/2015,       10655
09:00:00 22/09/2015,       10506
09:00:00 23/09/2015,       10458
09:00:00 24/09/2015,       10610
09:00:00 25/09/2015,       10376
09:00:00 26/09/2015,       10117
09:00:00 27/09/2015,       10050
09:00:00 28/09/2015,        9905
09:00:00 29/09/2015,        9874
09:00:00 30/09/2015,       10056
09:00:00 01/10/2015,       10593
09:00:00 02/10/2015,       11013
09:00:00 03/10/2015,       11195
09:00:00 04/10/2015,       10956
09:00:00 05/10/2015,       10840
09:00:00 06/10/2015,       10985
09:00:00 07/10/2015,       10924
09:00:00 08/10/2015,       11126
09:00:00 09/10/2015,       11311
09:00:00 10/10/2015,       11206
09:00:00 11/10/2015,       10958
09:00:00 12/10/2015,       10688
09:00:00 13/10/2015,       10745
09:00:00 14/10/2015,       10562
09:00:00 15/10/2015,       10374
09:00:00 16/10/2015,       10062
09:00:00 17/10/2015,        9696
09:00:00 18/10/2015,        9657
09:00:00 19/10/2015,        9752
09:00:00 20/10/2015,        9516
09:00:00 21/10/2015,        9615
09:00:00 22/10/2015,       10126
09:00:00 23/10/2015,       10468
09:00:00 24/10/2015,       10806
09:00:00 25/10/2015,       10992
09:00:00 26/10/2015,       11049
09:00:00 27/10/2015,       11028
09:00:00 28/10/2015,       11296
09:00:00 29/10/2015,       11666
09:00:00 30/10/2015,       10801
09:00:00 31/10/2015,        9690
09:00:00 01/11/2015,        9561
09:00:00 02/11/2015,        9726
09:00:00 03/11/2015,        9662
09:00:00 04/11/2015,        9351
09:00:00 05/11/2015,        8753
09:00:00 06/11/2015,        8113
09:00:00 07/11/2015,        7690
09:00:00 08/11/2015,        7375
09:00:00 09/11/2015,        7280
09:00:00 10/11/2015,        7717
09:00:00 11/11/2015,        7512
09:00:00 12/11/2015,        7208
09:00:00 13/11/2015,        7267
09:00:00 14/11/2015,        6914
09:00:00 15/11/2015,        6567
09:00:00 16/11/2015,        6427
09:00:00 17/11/2015,        6404
09:00:00 18/11/2015,        6507
09:00:00 19/11/2015,        6477
09:00:00 20/11/2015,        6366
09:00:00 21/11/2015,        6015
09:00:00 22/11/2015,        5883
09:00:00 23/11/2015,        6021
09:00:00 24/11/2015,        5971
09:00:00 25/11/2015,        5915
09:00:00 26/11/2015,        5744
09:00:00 27/11/2015,        5633
09:00:00 28/11/2015,        6035
09:00:00 29/11/2015,        6329
09:00:00 30/11/2015,        5975
09:00:00 01/12/2015,        6255
09:00:00 02/12/2015,        6602
09:00:00 03/12/2015,        6611
09:00:00 04/12/2015,        6587
09:00:00 05/12/2015,        6144
09:00:00 06/12/2015,        6024
09:00:00 07/12/2015,        6231
09:00:00 08/12/2015,        6443
09:00:00 09/12/2015,        6440
09:00:00 10/12/2015,        6527
09:00:00 11/12/2015,        6665
09:00:00 12/12/2015,        6406
09:00:00 13/12/2015,        6374
09:00:00 14/12/2015,        6549
09:00:00 15/12/2015,        6758
09:00:00 16/12/2015,        6622
09:00:00 17/12/2015,        6422
09:00:00 18/12/2015,        6452
09:00:00 19/12/2015,        6437
09:00:00 20/12/2015,        6543
09:00:00 21/12/2015,        6827
09:00:00 22/12/2015,        6735
09:00:00 23/12/2015,        6619
09:00:00 24/12/2015,        6379
09:00:00 25/12/2015,        6226
09:00:00 26/12/2015,        6458
09:00:00 27/12/2015,        6560
09:00:00 28/12/2015,        6799
09:00:00 29/12/2015,        6878
09:00:00 30/12/2015,        6680
09:00:00 31/12/2015,        6575
09:00:00 01/01/2016,        6604
09:00:00 02/01/2016,        6676
09:00:00 03/01/2016,        6832
09:00:00 04/01/2016,        6960
09:00:00 05/01/2016,        6711
09:00:00 06/01/2016,        6816
09:00:00 07/01/2016,        6928
09:00:00 08/01/2016,        6613
09:00:00 09/01/2016,        6430
09:00:00 10/01/2016,        6738
09:00:00 11/01/2016,        6892
09:00:00 12/01/2016,        6779
09:00:00 13/01/2016,        6743
09:00:00 14/01/2016,        6986
09:00:00 15/01/2016,        6995
09:00:00 16/01/2016,        7413
09:00:00 17/01/2016,        7746
09:00:00 18/01/2016,        7301
09:00:00 19/01/2016,        7037
09:00:00 20/01/2016,        6969
09:00:00 21/01/2016,        7150
09:00:00 22/01/2016,        7319
09:00:00 23/01/2016,        7165
09:00:00 24/01/2016,        7159
09:00:00 25/01/2016,        7039
09:00:00 26/01/2016,        6986
09:00:00 27/01/2016,        7362
09:00:00 28/01/2016,        7239
09:00:00 29/01/2016,        7195
09:00:00 30/01/2016,        7504
09:00:00 31/01/2016,        7239
09:00:00 01/02/2016,        7282
09:00:00 02/02/2016,        7678
09:00:00 03/02/2016,        7847
09:00:00 04/02/2016,        7767
09:00:00 05/02/2016,        7760
09:00:00 06/02/2016,        7965
09:00:00 07/02/2016,        7966
09:00:00 08/02/2016,        7893
09:00:00 09/02/2016,        8789
09:00:00 10/02/2016,        9784
09:00:00 11/02/2016,        9982
09:00:00 12/02/2016,        9589
09:00:00 13/02/2016,        9435
09:00:00 14/02/2016,        9660
09:00:00 15/02/2016,        9683
09:00:00 16/02/2016,        9795
09:00:00 17/02/2016,        9845
09:00:00 18/02/2016,        9741
09:00:00 19/02/2016,        9491
09:00:00 20/02/2016,        9454
09:00:00 21/02/2016,        9658
09:00:00 22/02/2016,        9726
09:00:00 23/02/2016,        9598
09:00:00 24/02/2016,        9736
09:00:00 25/02/2016,        9745
09:00:00 26/02/2016,        9866
09:00:00 27/02/2016,        9929
09:00:00 28/02/2016,        9695
09:00:00 29/02/2016,        9710
09:00:00 01/03/2016,        9248
09:00:00 02/03/2016,        8635
09:00:00 03/03/2016,        8136
09:00:00 04/03/2016,        7889
09:00:00 05/03/2016,        7885
09:00:00 06/03/2016,        7561
09:00:00 07/03/2016,        7252
09:00:00 08/03/2016,        6883
09:00:00 09/03/2016,        6659
09:00:00 10/03/2016,        6492
09:00:00 11/03/2016,        6430
09:00:00 12/03/2016,        6631
09:00:00 13/03/2016,        6526
09:00:00 14/03/2016,        6423
09:00:00 15/03/2016,        6445
09:00:00 16/03/2016,        6573
09:00:00 17/03/2016,        6759
09:00:00 18/03/2016,        6614
09:00:00 19/03/2016,        6240
09:00:00 20/03/2016,        6368
09:00:00 21/03/2016,        6705
09:00:00 22/03/2016,        6644
09:00:00 23/03/2016,        6543
09:00:00 24/03/2016,        6511
09:00:00 25/03/2016,        6743
09:00:00 26/03/2016,        6929
09:00:00 27/03/2016,        6964
09:00:00 28/03/2016,        7333
09:00:00 29/03/2016,        7768
09:00:00 30/03/2016,        8120
09:00:00 31/03/2016,        8020
09:00:00 01/04/2016,        7619
09:00:00 02/04/2016,        7474
09:00:00 03/04/2016,        7323
09:00:00 04/04/2016,        6943
09:00:00 05/04/2016,        6799
09:00:00 06/04/2016,        6933
09:00:00 07/04/2016,        6903
09:00:00 08/04/2016,        6236
09:00:00 09/04/2016,        5368
09:00:00 10/04/2016,        5277
09:00:00 11/04/2016,        5493
09:00:00 12/04/2016,        5302
09:00:00 13/04/2016,        4752
09:00:00 14/04/2016,        4848
09:00:00 15/04/2016,        5285
09:00:00 16/04/2016,        5297
09:00:00 17/04/2016,        4951
09:00:00 18/04/2016,        4704
09:00:00 19/04/2016,        5149
09:00:00 20/04/2016,        5358
09:00:00 21/04/2016,        5057
09:00:00 22/04/2016,        5013
09:00:00 23/04/2016,        4700
09:00:00 24/04/2016,        4407
09:00:00 25/04/2016,        4368
09:00:00 26/04/2016,        4228
09:00:00 27/04/2016,        3977
09:00:00 28/04/2016,        3826
09:00:00 29/04/2016,        4221
09:00:00 30/04/2016,        3792
09:00:00 01/05/2016,        2935
09:00:00 02/05/2016,        2808
09:00:00 03/05/2016,        2902
09:00:00 04/05/2016,        3064
09:00:00 05/05/2016,        3145
09:00:00 06/05/2016,        3024
09:00:00 07/05/2016,        2904
09:00:00 08/05/2016,        2740
09:00:00 09/05/2016,        2886
09:00:00 10/05/2016,        3089
09:00:00 11/05/2016,        2931
09:00:00 12/05/2016,        2862
09:00:00 13/05/2016,        2986
09:00:00 14/05/2016,        2939
09:00:00 15/05/2016,        2835
09:00:00 16/05/2016,        2836
09:00:00 17/05/2016,        2871
09:00:00 18/05/2016,        2963
09:00:00 19/05/2016,        2947
09:00:00 20/05/2016,        2946
09:00:00 21/05/2016,        2910
09:00:00 22/05/2016,        2868
09:00:00 23/05/2016,        3032
09:00:00 24/05/2016,        3120
09:00:00 25/05/2016,        3159
09:00:00 26/05/2016,        3244
09:00:00 27/05/2016,        2997
09:00:00 28/05/2016,        2809
09:00:00 29/05/2016,        2781
09:00:00 30/05/2016,        2896
09:00:00 31/05/2016,        3259
09:00:00 01/06/2016,        3206
09:00:00 02/06/2016,        2879
09:00:00 03/06/2016,        2772
09:00:00 04/06/2016,        2894
09:00:00 05/06/2016,        3030
09:00:00 06/06/2016,        3001
09:00:00 07/06/2016,        2917
09:00:00 08/06/2016,        2983
09:00:00 09/06/2016,        2955
09:00:00 10/06/2016,        2826
09:00:00 11/06/2016,        2881
09:00:00 12/06/2016,        2917
09:00:00 13/06/2016,        2850
09:00:00 14/06/2016,        2816
09:00:00 15/06/2016,        2808
09:00:00 16/06/2016,        2876
09:00:00 17/06/2016,        3007
09:00:00 18/06/2016,        2986
09:00:00 19/06/2016,        2736
09:00:00 20/06/2016,        2697
09:00:00 21/06/2016,        2651
09:00:00 22/06/2016,        2561
09:00:00 23/06/2016,        2593
09:00:00 24/06/2016,        2616
09:00:00 25/06/2016,        2751
09:00:00 26/06/2016,        2848
09:00:00 27/06/2016,        2814
09:00:00 28/06/2016,        2788
09:00:00 29/06/2016,        2823
09:00:00 30/06/2016,        2940
09:00:00 01/07/2016,        3343
09:00:00 02/07/2016,        3518
09:00:00 03/07/2016,        3529
09:00:00 04/07/2016,        3602
09:00:00 05/07/2016,        3859
09:00:00 06/07/2016,        4721
09:00:00 07/07/2016,        5725
09:00:00 08/07/2016,        6526
09:00:00 09/07/2016,        6892
09:00:00 10/07/2016,        6876
09:00:00 11/07/2016,        6924
09:00:00 12/07/2016,        7652
09:00:00 13/07/2016,        8390
09:00:00 14/07/2016,        8740
09:00:00 15/07/2016,        9465
09:00:00 16/07/2016,        9937
09:00:00 17/07/2016,        9889
09:00:00 18/07/2016,        9849
09:00:00 19/07/2016,        9892
09:00:00 20/07/2016,       10055
09:00:00 21/07/2016,       10491
09:00:00 22/07/2016,       11546
09:00:00 23/07/2016,       13209
09:00:00 24/07/2016,       14216
09:00:00 25/07/2016,       14440
09:00:00 26/07/2016,       15210
09:00:00 27/07/2016,       16190
09:00:00 28/07/2016,       17322
09:00:00 29/07/2016,       19820
09:00:00 30/07/2016,       21370
09:00:00 31/07/2016,       22081
09:00:00 01/08/2016,       23233
09:00:00 02/08/2016,       24570
09:00:00 03/08/2016,       25474
09:00:00 04/08/2016,       25834
09:00:00 05/08/2016,       26267
09:00:00 06/08/2016,       26635
09:00:00 07/08/2016,       26859
09:00:00 08/08/2016,       26948
09:00:00 09/08/2016,       27377
09:00:00 10/08/2016,       28278
09:00:00 11/08/2016,       29005
